,Open Bid_x,Open Bid_y,weekday_y,Short Swap USDDKK,Long Swap USDDKK
2018-04-03,1.65,-0.55,1,-2.3391812865497078e-05,1.9916142557651993e-05
2018-04-04,1.65,-0.6,2,-7.16374269005848e-05,6.132075471698113e-05
2018-04-05,1.65,-0.65,3,-2.436647173489279e-05,2.0964360587002092e-05
2018-04-06,1.65,-0.63,4,-2.4171539961013645e-05,2.0754716981132076e-05
2018-04-09,1.68,-0.59,0,-2.3559670781893002e-05,2.0418739635157547e-05
2018-04-10,1.65,-0.64,1,-2.4269005847953216e-05,2.0859538784067086e-05
2018-04-11,1.68,-0.65,2,-7.253086419753086e-05,6.312189054726368e-05
2018-04-12,1.65,-0.67,3,-2.4561403508771932e-05,2.1174004192872118e-05
2018-04-13,1.5,-0.68,4,-2.448559670781893e-05,2.0888888888888887e-05
2018-04-16,1.68,-0.68,0,-2.448559670781893e-05,2.1351575456053068e-05
2018-04-17,1.65,-0.69,1,-2.475633528265107e-05,2.138364779874214e-05
2018-04-18,1.65,-0.68,2,-7.39766081871345e-05,6.383647798742139e-05
2018-04-19,1.65,-0.68,3,-2.46588693957115e-05,2.127882599580713e-05
2018-04-20,1.65,-0.7,4,-2.4853801169590645e-05,2.148846960167715e-05
2018-04-23,1.65,-0.64,0,-2.4269005847953216e-05,2.0859538784067086e-05
2018-04-24,1.65,-0.64,1,-2.4269005847953216e-05,2.0859538784067086e-05
2018-04-25,1.65,-0.65,2,-7.309941520467836e-05,6.289308176100627e-05
2018-04-26,1.7,-0.56,3,-2.3284313725490196e-05,2.0164609053497945e-05
2018-04-27,1.67,-0.65,4,-2.4242424242424244e-05,2.10153974198918e-05
2018-04-29,1.4,-0.7,6,-2.4572649572649573e-05,2.0833333333333333e-05
2018-04-30,1.62,-0.65,0,-2.4242424242424244e-05,2.0886344359626802e-05
2018-05-01,1.65,-0.67,1,-2.4561403508771932e-05,2.1174004192872118e-05
2018-05-02,1.62,-0.7,2,-7.424242424242424e-05,6.424936386768448e-05
2018-05-03,1.65,-0.68,3,-2.46588693957115e-05,2.127882599580713e-05
2018-05-04,1.65,-0.7,4,-2.4853801169590645e-05,2.148846960167715e-05
2018-05-06,1.63,-0.7,6,-2.4758454106280193e-05,2.1440642163075622e-05
2018-05-07,1.7,-0.7,0,-2.47140522875817e-05,2.160493827160494e-05
2018-05-08,1.65,-0.71,1,-2.4951267056530216e-05,2.159329140461216e-05
2018-05-09,1.65,-0.78,2,-7.690058479532164e-05,6.69811320754717e-05
2018-05-10,1.65,-0.78,3,-2.5633528265107212e-05,2.2327044025157233e-05
2018-05-11,1.65,-0.78,4,-2.5633528265107212e-05,2.2327044025157233e-05
2018-05-13,1.62,-0.7,6,-2.4747474747474747e-05,2.1416454622561493e-05
2018-05-14,1.65,-0.78,0,-2.5633528265107212e-05,2.2327044025157233e-05
2018-05-15,1.65,-0.75,1,-2.5341130604288496e-05,2.20125786163522e-05
2018-05-16,1.65,-0.73,2,-7.543859649122807e-05,6.540880503144654e-05
2018-05-17,1.65,-0.72,3,-2.5048732943469787e-05,2.169811320754717e-05
2018-05-18,1.65,-0.7,4,-2.4853801169590645e-05,2.148846960167715e-05
2018-05-20,1.62,-0.7,6,-2.4747474747474747e-05,2.1416454622561493e-05
2018-05-22,1.65,-0.74,1,-2.5243664717348925e-05,2.190775681341719e-05
2018-05-23,1.65,-0.75,2,-7.602339181286549e-05,6.60377358490566e-05
2018-05-24,1.65,-0.72,3,-2.5048732943469787e-05,2.169811320754717e-05
2018-05-25,1.7,-0.72,4,-2.491830065359477e-05,2.1810699588477368e-05
2018-05-27,1.62,-0.7,6,-2.4747474747474747e-05,2.1416454622561493e-05
2018-05-28,1.65,-0.72,0,-2.5048732943469787e-05,2.169811320754717e-05
2018-05-29,1.65,-0.72,1,-2.5048732943469787e-05,2.169811320754717e-05
2018-05-30,1.65,-0.72,2,-7.514619883040936e-05,6.50943396226415e-05
2018-05-31,1.65,-0.72,3,-2.5048732943469787e-05,2.169811320754717e-05
2018-06-01,1.65,-0.73,4,-2.5146198830409354e-05,2.180293501048218e-05
2018-06-03,1.62,-0.7,6,-2.4747474747474747e-05,2.1416454622561493e-05
2018-06-04,1.65,-0.75,0,-2.5341130604288496e-05,2.20125786163522e-05
2018-06-05,1.65,-0.75,1,-2.5341130604288496e-05,2.20125786163522e-05
2018-06-06,1.65,-0.76,2,-7.631578947368421e-05,6.635220125786163e-05
2018-06-07,1.65,-0.78,3,-2.5633528265107212e-05,2.2327044025157233e-05
2018-06-08,1.65,-0.78,4,-2.5633528265107212e-05,2.2327044025157233e-05
2018-06-10,1.73,-0.7,6,-2.4864024864024865e-05,2.1672771672771674e-05
2018-06-11,1.7,-0.77,0,-2.557471264367816e-05,2.2325102880658437e-05
2018-06-12,1.7,-0.77,1,-2.557471264367816e-05,2.2325102880658437e-05
2018-06-13,1.9,-0.78,2,-7.741935483870967e-05,6.839080459770116e-05
2018-06-14,1.85,-0.8,3,-2.5925925925925925e-05,2.2904483430799223e-05
2018-06-15,1.86,-0.79,4,-2.5871459694989106e-05,2.2824397824397824e-05
2018-06-18,1.86,-0.79,0,-2.5871459694989106e-05,2.2824397824397824e-05
2018-06-19,1.86,-0.78,1,-2.5780682643427744e-05,2.272727272727273e-05
2018-06-20,1.75,-0.75,2,-7.627118644067796e-05,6.666666666666667e-05
2018-06-21,1.86,-0.75,3,-2.5508351488743646e-05,2.2435897435897434e-05
2018-06-22,1.95,-0.63,4,-2.4317246539468763e-05,2.146892655367232e-05
2018-06-24,1.86,-0.7,6,-2.4990709773318468e-05,2.1950271950271948e-05
2018-06-25,1.8,-0.63,0,-2.4351851851851852e-05,2.113095238095238e-05
2018-06-26,1.8,-0.56,1,-2.3563218390804597e-05,2.0436507936507937e-05
2018-06-27,1.9,-0.63,2,-7.305555555555556e-05,6.408045977011493e-05
2018-06-28,1.95,-0.54,3,-2.3655913978494623e-05,2.0621468926553676e-05
2018-06-29,1.88,-0.74,4,-2.535421327367636e-05,2.2376543209876542e-05
2018-07-01,1.85,-0.7,6,-2.49813571961223e-05,2.1929824561403507e-05
2018-07-02,1.95,-0.74,0,-2.5485008818342152e-05,2.2504708097928437e-05
2018-07-03,1.95,-0.74,1,-2.5485008818342152e-05,2.2504708097928437e-05
2018-07-04,1.97,-0.73,2,-7.588300220750552e-05,6.734006734006732e-05
2018-07-05,2.1,-0.74,3,-2.558922558922559e-05,2.2759856630824374e-05
2018-07-06,2.1,-0.75,4,-2.560763888888889e-05,2.2849462365591395e-05
2018-07-08,1.84,-0.7,6,-2.4971941638608306e-05,2.1909233176838813e-05
2018-07-09,1.9,-0.75,0,-2.546296296296296e-05,2.2509578544061302e-05
2018-07-10,1.9,-0.75,1,-2.553763440860215e-05,2.2509578544061302e-05
2018-07-11,2.0,-0.75,2,-7.671957671957671e-05,6.805555555555556e-05
2018-07-12,2.1,-0.75,3,-2.5573192239858906e-05,2.2849462365591395e-05
2018-07-13,1.98,-0.75,4,-2.546296296296296e-05,2.2651006711409396e-05
2018-07-15,1.83,-0.7,6,-2.4962462462462462e-05,2.1888496270121715e-05
2018-07-16,1.97,-0.75,0,-2.5455221107395023e-05,2.2633744855967078e-05
2018-07-17,2.1,-0.76,1,-2.566137566137566e-05,2.2939068100358423e-05
2018-07-18,2.05,-0.75,2,-7.682291666666666e-05,6.830601092896176e-05
2018-07-19,1.98,-0.73,3,-2.53584229390681e-05,2.2464578672632365e-05
2018-07-20,1.98,-0.72,4,-2.5185185185185183e-05,2.2371364653243846e-05
2018-07-21,2.25,-0.7,5,-2.5555555555555554e-05,2.264957264957265e-05
2018-07-22,1.87,-0.7,6,-2.514896600070101e-05,2.197057684862563e-05
2018-07-23,1.87,-0.74,0,-2.5499474237644584e-05,2.2357723577235773e-05
2018-07-24,1.92,-0.75,1,-2.570480928689884e-05,2.2545662100456623e-05
2018-07-25,1.94,-0.73,2,-7.653575025176233e-05,6.717687074829932e-05
2018-07-26,1.85,-0.72,3,-2.542799597180262e-05,2.2124756335282652e-05
2018-07-27,1.83,-0.72,4,-2.5420875420875422e-05,2.208480565371025e-05
2018-07-28,2.25,-0.7,5,-2.5555555555555554e-05,2.264957264957265e-05
2018-07-29,2.25,-0.7,6,-2.5555555555555554e-05,2.264957264957265e-05
2018-07-30,2.25,-0.76,0,-2.6e-05,2.3162393162393165e-05
2018-07-31,1.89,-0.75,1,-2.570480928689884e-05,2.2491349480968855e-05
2018-08-01,1.9,-0.75,2,-7.713293650793651e-05,6.75287356321839e-05
2018-08-02,1.85,-0.75,3,-2.5686077643908966e-05,2.2417153996101362e-05
2018-08-03,1.8,-0.75,4,-2.5654094461433913e-05,2.232142857142857e-05
2018-08-04,2.25,-0.7,5,-2.5555555555555554e-05,2.264957264957265e-05
2018-08-05,1.82,-0.7,6,-2.495291902071563e-05,2.1867612293144208e-05
2018-08-06,1.88,-0.75,0,-2.5559105431309906e-05,2.2472993827160495e-05
2018-08-07,1.88,-0.77,1,-2.5736599219027335e-05,2.2665895061728396e-05
2018-08-08,2.0,-0.77,2,-7.752525252525253e-05,6.861111111111111e-05
2018-08-09,2.0,-0.77,3,-2.5841750841750843e-05,2.2870370370370372e-05
2018-08-10,1.88,-0.77,4,-2.5787469712703356e-05,2.2665895061728396e-05
2018-08-11,2.25,-0.7,5,-2.5555555555555554e-05,2.264957264957265e-05
2018-08-12,1.88,-0.7,6,-2.511537096201633e-05,2.1990740740740736e-05
2018-08-13,1.88,-0.77,0,-2.5736599219027335e-05,2.2665895061728396e-05
2018-08-14,1.9,-0.78,1,-2.5914634146341466e-05,2.2796934865900384e-05
2018-08-15,1.88,-0.78,2,-7.770961145194273e-05,6.828703703703703e-05
2018-08-16,1.89,-0.78,3,-2.5908936459395174e-05,2.2779700115340254e-05
2018-08-17,1.87,-0.78,4,-2.5908936459395174e-05,2.2744870305845912e-05
2018-08-18,2.25,-0.7,5,-2.5555555555555554e-05,2.264957264957265e-05
2018-08-19,1.88,-0.7,6,-2.511537096201633e-05,2.1990740740740736e-05
2018-08-20,1.88,-0.78,0,-2.582534611288605e-05,2.2762345679012345e-05
2018-08-21,1.83,-0.79,1,-2.5999322493224934e-05,2.2771888496270124e-05
2018-08-22,1.79,-0.79,2,-7.794871794871794e-05,6.810035842293906e-05
2018-08-23,1.81,-0.76,3,-2.5732788002726656e-05,2.2439699485962828e-05
2018-08-24,2.25,-0.78,4,-2.614814814814815e-05,2.3333333333333332e-05
2018-08-25,1.88,-0.7,5,-2.5157232704402514e-05,2.1990740740740736e-05
2018-08-26,1.88,-0.7,6,-2.5157232704402514e-05,2.1990740740740736e-05
2018-08-27,1.88,-0.77,0,-2.5768693221523412e-05,2.2665895061728396e-05
2018-08-28,1.9,-0.78,1,-2.5937081659973226e-05,2.2796934865900384e-05
2018-08-29,1.88,-0.78,2,-7.756813417190776e-05,6.828703703703703e-05
2018-08-30,1.82,-0.78,3,-2.5920297196892942e-05,2.2655634357762014e-05
2018-08-31,1.82,-0.76,4,-2.5745257452574526e-05,2.2458628841607568e-05
2018-09-01,1.88,-0.7,5,-2.517361111111111e-05,2.1990740740740736e-05
2018-09-02,1.88,-0.7,6,-2.517361111111111e-05,2.1990740740740736e-05
2018-09-03,1.88,-0.77,0,-2.578125e-05,2.2665895061728396e-05
2018-09-04,1.86,-0.78,1,-2.5897435897435896e-05,2.272727272727273e-05
2018-09-05,1.85,-0.78,2,-7.767489711934156e-05,6.812865497076023e-05
2018-09-06,1.88,-0.77,3,-2.5768693221523412e-05,2.2665895061728396e-05
2018-09-07,1.88,-0.77,4,-2.5768693221523412e-05,2.2665895061728396e-05
2018-09-08,1.87,-0.7,5,-2.516544757924068e-05,2.197057684862563e-05
2018-09-09,1.88,-0.7,6,-2.5157232704402514e-05,2.1990740740740736e-05
2018-09-10,1.88,-0.77,0,-2.5768693221523412e-05,2.2665895061728396e-05
2018-09-11,1.8,-0.76,1,-2.5732788002726656e-05,2.2420634920634923e-05
2018-09-12,1.82,-0.78,2,-7.772680937818552e-05,6.796690307328604e-05
2018-09-13,1.86,-0.77,3,-2.582398912674142e-05,2.263014763014763e-05
2018-09-14,1.84,-0.77,4,-2.5805898491083676e-05,2.2593896713615022e-05
2018-09-16,1.88,-0.75,6,-2.5593990216631724e-05,2.2472993827160495e-05
2018-09-17,1.88,-0.7,0,-2.5157232704402514e-05,2.1990740740740736e-05
2018-09-18,1.83,-0.77,1,-2.5793650793650793e-05,2.2575579112681586e-05
2018-09-19,1.86,-0.77,2,-7.726793248945149e-05,6.78904428904429e-05
2018-09-20,2.29,-0.77,3,-2.6078605200945626e-05,2.3302938196555216e-05
2018-09-21,1.86,-0.78,4,-2.5914634146341466e-05,2.272727272727273e-05
2018-09-23,1.96,-0.7,6,-2.5312294543063775e-05,2.214714714714715e-05
2018-09-24,1.96,-0.77,0,-2.588757396449704e-05,2.2804054054054056e-05
2018-09-25,1.96,-0.77,1,-2.588757396449704e-05,2.2804054054054056e-05
2018-09-26,2.03,-0.78,2,-7.798833819241983e-05,6.903190319031903e-05
2018-09-27,2.13,-0.77,3,-2.5941890166028096e-05,2.3074192403265886e-05
2018-09-28,2.13,-0.77,4,-2.5941890166028096e-05,2.3074192403265886e-05
2018-09-30,2.13,-0.78,6,-2.602171136653895e-05,2.3162939297124597e-05
2018-10-01,2.13,-0.78,0,-2.602171136653895e-05,2.3162939297124597e-05
2018-10-02,2.13,-0.79,1,-2.6077097505668935e-05,2.3251686190983315e-05
2018-10-03,2.13,-0.8,2,-7.847424684159378e-05,7.002129925452609e-05
2018-10-04,2.13,-0.8,3,-2.615808228053126e-05,2.334043308484203e-05
2018-10-05,2.13,-0.8,4,-2.615808228053126e-05,2.334043308484203e-05
2018-10-07,2.13,-0.8,6,-2.615808228053126e-05,2.334043308484203e-05
2018-10-08,2.13,-0.8,0,-2.615808228053126e-05,2.334043308484203e-05
2018-10-09,2.13,-0.81,1,-2.6239067055393587e-05,2.342917997870074e-05
2018-10-10,2.14,-0.81,2,-7.873062015503876e-05,7.032908704883228e-05
2018-10-11,2.14,-0.8,3,-2.6162790697674417e-05,2.335456475583864e-05
2018-10-12,2.14,-0.81,4,-2.6243540051679587e-05,2.3443029016277424e-05
2018-10-14,2.14,-0.7,6,-2.5355297157622734e-05,2.2469922151450816e-05
2018-10-15,2.14,-0.8,0,-2.6162790697674417e-05,2.335456475583864e-05
2018-10-16,2.14,-0.79,1,-2.608204134366925e-05,2.326610049539986e-05
2018-10-17,2.14,-0.77,2,-7.776162790697674e-05,6.926751592356687e-05
2018-10-18,2.14,-0.76,3,-2.583979328165375e-05,2.3000707714083514e-05
2018-10-19,2.14,-0.75,4,-2.575904392764858e-05,2.2912243453644722e-05
2018-10-21,2.15,-0.76,6,-2.584541062801932e-05,2.3015873015873015e-05
2018-10-22,2.15,-0.76,0,-2.584541062801932e-05,2.3015873015873015e-05
2018-10-23,2.15,-0.76,1,-2.584541062801932e-05,2.3015873015873015e-05
2018-10-24,2.15,-0.75,2,-7.734674329501915e-05,6.878306878306878e-05
2018-10-25,2.15,-0.75,3,-2.5782247765006386e-05,2.292768959435626e-05
2018-10-26,2.14,-0.76,4,-2.5856548190842137e-05,2.3000707714083514e-05
2018-10-28,2.14,-0.76,6,-2.5856548190842137e-05,2.3000707714083514e-05
2018-10-29,2.14,-0.76,0,-2.5856548190842137e-05,2.3000707714083514e-05
2018-10-30,2.15,-0.76,1,-2.586206896551724e-05,2.3015873015873015e-05
2018-10-31,2.15,-0.75,2,-7.734674329501915e-05,6.878306878306878e-05
2018-11-01,2.15,-0.75,3,-2.5782247765006386e-05,2.292768959435626e-05
2018-11-02,2.15,-0.74,4,-2.5672173631357302e-05,2.2839506172839502e-05
2018-11-04,2.15,-0.74,6,-2.5672173631357302e-05,2.2839506172839502e-05
2018-11-05,2.15,-0.74,0,-2.5672173631357302e-05,2.2839506172839502e-05
2018-11-06,2.15,-0.74,1,-2.5672173631357302e-05,2.2839506172839502e-05
2018-11-07,2.15,-0.74,2,-7.70165208940719e-05,6.851851851851851e-05
2018-11-08,2.15,-0.75,3,-2.573529411764706e-05,2.292768959435626e-05
2018-11-09,2.15,-0.76,4,-2.581699346405229e-05,2.3015873015873015e-05
2018-11-11,2.15,-0.7,6,-2.5326797385620915e-05,2.2486772486772487e-05
2018-11-12,2.15,-0.77,0,-2.5898692810457517e-05,2.310405643738977e-05
2018-11-13,2.15,-0.77,1,-2.5898692810457517e-05,2.310405643738977e-05
2018-11-14,2.15,-0.76,2,-7.745098039215687e-05,6.904761904761905e-05
2018-11-15,2.16,-0.77,3,-2.5904203323558163e-05,2.311884669479606e-05
2018-11-16,2.16,-0.79,4,-2.606712284131639e-05,2.329465541490858e-05
2018-11-18,2.16,-0.7,6,-2.5333985011404364e-05,2.250351617440225e-05
2018-11-19,2.16,-0.8,0,-2.6148582600195505e-05,2.338255977496484e-05
2018-11-20,2.16,-0.8,1,-2.6148582600195505e-05,2.338255977496484e-05
2018-11-21,2.16,-0.78,2,-7.795698924731183e-05,6.962025316455696e-05
2018-11-22,2.16,-0.78,3,-2.5985663082437278e-05,2.320675105485232e-05
2018-11-23,2.16,-0.75,4,-2.5741283805799936e-05,2.2943037974683545e-05
2018-11-25,2.16,-0.7,6,-2.5355297157622734e-05,2.250351617440225e-05
2018-11-26,2.16,-0.79,0,-2.608204134366925e-05,2.329465541490858e-05
2018-11-27,2.16,-0.79,1,-2.609184328837508e-05,2.329465541490858e-05
2018-11-28,2.15,-0.79,2,-7.818627450980393e-05,6.984126984126984e-05
2018-11-29,2.18,-0.78,3,-2.6011560693641617e-05,2.323549965059399e-05
2018-11-30,2.18,-0.78,4,-2.599611273080661e-05,2.323549965059399e-05
2018-12-02,2.18,-0.7,6,-2.5348234531908e-05,2.2536687631027255e-05
2018-12-03,2.18,-0.78,0,-2.599611273080661e-05,2.323549965059399e-05
2018-12-04,2.18,-0.78,1,-2.599611273080661e-05,2.323549965059399e-05
2018-12-05,2.18,-0.78,2,-7.798833819241983e-05,6.970649895178198e-05
2018-12-06,2.18,-0.78,3,-2.599611273080661e-05,2.323549965059399e-05
2018-12-07,2.18,-0.81,4,-2.6239067055393587e-05,2.349755415793152e-05
2018-12-09,2.18,-0.7,6,-2.5348234531908e-05,2.2536687631027255e-05
2018-12-10,2.18,-0.8,0,-2.615808228053126e-05,2.3410202655485676e-05
2018-12-11,2.17,-0.79,1,-2.6072124756335285e-05,2.3308797756747287e-05
2018-12-12,2.17,-0.8,2,-7.846003898635478e-05,7.018927444794953e-05
2018-12-13,2.17,-0.8,3,-2.618135376756066e-05,2.3396424815983177e-05
2018-12-14,2.17,-0.81,4,-2.6282656594271324e-05,2.3484051875219063e-05
2018-12-16,2.17,-0.7,6,-2.5450031036623214e-05,2.252015422362426e-05
2018-12-17,2.17,-0.78,0,-2.6070763500931097e-05,2.3221170697511393e-05
2018-12-18,2.28,-0.78,1,-2.6108075288403158e-05,2.3373983739837398e-05
2018-12-19,2.28,-0.8,2,-7.877959927140256e-05,7.063008130081301e-05
2018-12-20,2.43,-0.8,3,-2.6268115942028984e-05,2.372853903466148e-05
2018-12-21,2.43,-1.5,4,-3.155193236714976e-05,2.9397473275024297e-05
2018-12-23,2.43,-0.7,6,-2.5683975432719153e-05,2.2918691286038222e-05
2018-12-24,2.43,-0.78,0,-2.6242322724734784e-05,2.3566569484936832e-05
2018-12-27,2.43,-0.8,3,-2.6381909547738694e-05,2.372853903466148e-05
2018-12-28,2.43,-0.58,4,-2.4846454494695702e-05,2.1946873987690315e-05
2018-12-30,2.43,-0.7,6,-2.5657336726039015e-05,2.2918691286038222e-05
2018-12-31,2.43,-0.76,0,-2.6081424936386768e-05,2.340459993521218e-05
2019-01-02,2.43,-0.77,2,-7.845631891433417e-05,7.045675413022352e-05
2019-01-03,2.35,-0.8,3,-2.623456790123457e-05,2.36318407960199e-05
2019-01-04,2.35,-0.8,4,-2.623456790123457e-05,2.36318407960199e-05
2019-01-06,2.35,-0.7,6,-2.546296296296296e-05,2.2802653399668325e-05
2019-01-07,2.35,-0.8,0,-2.623456790123457e-05,2.36318407960199e-05
2019-01-08,2.35,-0.8,1,-2.623456790123457e-05,2.36318407960199e-05
2019-01-09,2.34,-0.77,2,-7.799442896935933e-05,7.010978043912175e-05
2019-01-10,2.34,-0.79,3,-2.6152893840916125e-05,2.3536260811709912e-05
2019-01-11,2.33,-0.81,4,-2.6303538175046552e-05,2.3690357023690355e-05
2019-01-13,2.33,-0.85,6,-2.6613904407200495e-05,2.4024024024024028e-05
2019-01-14,2.33,-0.85,0,-2.6613904407200495e-05,2.4024024024024028e-05
2019-01-15,2.33,-0.88,1,-2.6846679081315953e-05,2.4274274274274274e-05
2019-01-16,2.33,-0.89,2,-8.07728119180633e-05,7.307307307307307e-05
2019-01-17,2.33,-0.84,3,-2.6536312849162014e-05,2.3940607273940608e-05
2019-01-18,2.33,-0.83,4,-2.645872129112353e-05,2.385719052385719e-05
2019-01-20,2.33,-0.7,6,-2.546296296296296e-05,2.2772772772772773e-05
2019-01-21,2.33,-0.81,0,-2.6311728395061727e-05,2.3690357023690355e-05
2019-01-22,2.33,-0.75,1,-2.5848765432098767e-05,2.3189856523189855e-05
2019-01-23,2.33,-0.68,2,-7.592592592592593e-05,6.781781781781783e-05
2019-01-24,2.33,-0.81,3,-2.632384450566269e-05,2.3690357023690355e-05
2019-01-25,2.35,-0.81,4,-2.6311728395061727e-05,2.371475953565506e-05
2019-01-27,2.35,-0.7,6,-2.546296296296296e-05,2.2802653399668325e-05
2019-01-28,2.35,-0.81,0,-2.6311728395061727e-05,2.371475953565506e-05
2019-01-29,2.35,-0.82,1,-2.638888888888889e-05,2.3797678275290218e-05
2019-01-30,2.35,-0.82,2,-7.916666666666666e-05,7.139303482587065e-05
2019-01-31,2.35,-0.83,3,-2.646604938271605e-05,2.3880597014925373e-05
2019-02-01,2.35,-0.85,4,-2.662037037037037e-05,2.4046434494195688e-05
2019-02-03,2.35,-0.7,6,-2.546296296296296e-05,2.2802653399668325e-05
2019-02-04,2.35,-0.85,0,-2.662037037037037e-05,2.4046434494195688e-05
2019-02-05,2.35,-0.83,1,-2.646604938271605e-05,2.3880597014925373e-05
2019-02-06,2.35,-0.82,2,-7.916666666666666e-05,7.139303482587065e-05
2019-02-07,2.35,-0.82,3,-2.638888888888889e-05,2.3797678275290218e-05
2019-02-08,2.35,-0.82,4,-2.638888888888889e-05,2.3797678275290218e-05
2019-02-10,2.35,-0.7,6,-2.546296296296296e-05,2.2802653399668325e-05
2019-02-11,2.35,-0.82,0,-2.638888888888889e-05,2.3797678275290218e-05
2019-02-12,2.35,-0.82,1,-2.638888888888889e-05,2.3797678275290218e-05
2019-02-13,2.35,-0.81,2,-7.893518518518518e-05,7.114427860696518e-05
2019-02-14,2.35,-0.81,3,-2.6311728395061727e-05,2.371475953565506e-05
2019-02-15,2.35,-0.75,4,-2.5848765432098767e-05,2.3217247097844114e-05
2019-02-17,2.35,-0.7,6,-2.546296296296296e-05,2.2802653399668325e-05
2019-02-18,2.35,-0.81,0,-2.6311728395061727e-05,2.371475953565506e-05
2019-02-19,2.35,-0.82,1,-2.638888888888889e-05,2.3797678275290218e-05
2019-02-20,2.35,-0.75,2,-7.75462962962963e-05,6.965174129353234e-05
2019-02-21,2.35,-0.81,3,-2.6311728395061727e-05,2.371475953565506e-05
2019-02-22,2.35,-0.8,4,-2.623884272083718e-05,2.36318407960199e-05
2019-02-24,2.35,-0.7,6,-2.5469375192366883e-05,2.2802653399668325e-05
2019-02-25,2.35,-0.81,0,-2.6315789473684215e-05,2.371475953565506e-05
2019-02-26,2.35,-0.8,1,-2.623884272083718e-05,2.36318407960199e-05
2019-02-27,2.35,-0.81,2,-7.894736842105265e-05,7.114427860696518e-05
2019-02-28,2.35,-0.81,3,-2.6315789473684215e-05,2.371475953565506e-05
2019-03-01,2.35,-0.79,4,-2.6161895967990154e-05,2.354892205638474e-05
2019-03-03,2.35,-0.79,6,-2.6161895967990154e-05,2.354892205638474e-05
2019-03-04,2.35,-0.79,0,-2.6161895967990154e-05,2.354892205638474e-05
2019-03-05,2.35,-0.8,1,-2.623884272083718e-05,2.36318407960199e-05
2019-03-06,2.35,-0.81,2,-7.894736842105265e-05,7.114427860696518e-05
2019-03-07,2.35,-0.8,3,-2.623884272083718e-05,2.36318407960199e-05
2019-03-08,2.35,-0.8,4,-2.623884272083718e-05,2.36318407960199e-05
2019-03-10,2.35,-0.8,6,-2.623884272083718e-05,2.36318407960199e-05
2019-03-11,2.35,-0.8,0,-2.623884272083718e-05,2.36318407960199e-05
2019-03-12,2.35,-0.79,1,-2.6161895967990154e-05,2.354892205638474e-05
2019-03-13,2.35,-0.79,2,-7.848568790397046e-05,7.064676616915422e-05
2019-03-14,2.35,-0.8,3,-2.623884272083718e-05,2.36318407960199e-05
2019-03-15,2.35,-0.79,4,-2.6161895967990154e-05,2.354892205638474e-05
2019-03-17,2.35,-0.7,6,-2.5469375192366883e-05,2.2802653399668325e-05
2019-03-18,2.35,-0.78,0,-2.6084949215143122e-05,2.3466003316749584e-05
2019-03-19,2.35,-0.78,1,-2.6084949215143122e-05,2.3466003316749584e-05
2019-03-20,2.35,-0.78,2,-7.825484764542937e-05,7.039800995024875e-05
2019-03-21,2.35,-0.75,3,-2.5854108956602028e-05,2.3217247097844114e-05
2019-03-22,2.36,-0.75,4,-2.590595986822402e-05,2.3230820105820103e-05
2019-03-24,2.36,-0.7,6,-2.5531596286313267e-05,2.2817460317460315e-05
2019-03-25,2.36,-0.73,0,-2.5756214435459717e-05,2.3065476190476187e-05
2019-03-26,2.36,-0.73,1,-2.5756214435459717e-05,2.3065476190476187e-05
2019-03-27,2.36,-0.71,2,-7.681940700808626e-05,6.870039682539683e-05
2019-03-28,2.36,-0.89,3,-2.6954177897574127e-05,2.438822751322751e-05
2019-03-29,2.36,-0.79,4,-2.6175213675213675e-05,2.3561507936507935e-05
2019-03-31,2.36,-0.79,6,-2.6175213675213675e-05,2.3561507936507935e-05
2019-04-01,2.36,-0.79,0,-2.6175213675213675e-05,2.3561507936507935e-05
2019-04-02,2.36,-0.81,1,-2.6327838827838824e-05,2.372685185185185e-05
2019-04-03,2.36,-0.82,2,-7.921245421245422e-05,7.142857142857143e-05
2019-04-04,2.36,-0.82,3,-2.6404151404151403e-05,2.380952380952381e-05
2019-04-05,2.36,-0.82,4,-2.6404151404151403e-05,2.380952380952381e-05
2019-04-07,2.36,-0.7,6,-2.548840048840049e-05,2.2817460317460315e-05
2019-04-08,2.36,-0.82,0,-2.6404151404151403e-05,2.380952380952381e-05
2019-04-09,2.36,-0.82,1,-2.6404151404151403e-05,2.380952380952381e-05
2019-04-10,2.36,-0.82,2,-7.921245421245422e-05,7.142857142857143e-05
2019-04-11,2.36,-0.81,3,-2.6327838827838824e-05,2.372685185185185e-05
2019-04-12,2.36,-0.81,4,-2.6327838827838824e-05,2.372685185185185e-05
2019-04-14,2.36,-0.7,6,-2.548840048840049e-05,2.2817460317460315e-05
2019-04-15,2.36,-0.81,0,-2.6327838827838824e-05,2.372685185185185e-05
2019-04-16,2.36,-0.81,1,-2.6327838827838824e-05,2.372685185185185e-05
2019-04-17,2.36,-0.81,2,-7.898351648351648e-05,7.118055555555556e-05
2019-04-18,2.36,-0.82,3,-2.6404151404151403e-05,2.380952380952381e-05
2019-04-23,2.36,-0.78,1,-2.611714975845411e-05,2.347883597883598e-05
2019-04-24,2.36,-0.8,2,-7.880434782608696e-05,7.093253968253968e-05
2019-04-25,2.36,-0.8,3,-2.6268115942028984e-05,2.3644179894179894e-05
2019-04-26,2.36,-0.79,4,-2.6192632850241547e-05,2.3561507936507935e-05
